FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000028,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000021,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2017,Percent,Percent Of Adults,78,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2015,Percent,Percent Of Adults,85,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000027,2015,Percent,Percent Of Adults,8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.9,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2013,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.3,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000027,2014,Percent,Percent Of Adults,5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2015,Percent,Percent Of Adults,5,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,44.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.7,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000047,2015,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000047,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2016,Percent,Percent Of Adults,87,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2018,Percent,Percent Of Adults,6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,35.7,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2014,Percent,Percent Of Adults,82,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2018,Percent,Percent Of Adults,25,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.7,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,2015,Percent,Percent Of Adults,25,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2016,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2014,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,Percent,Percent Of Adults,3,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000026,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2015,Percent,Percent Of Adults,70,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2015,Percent,Percent Of Adults,72,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2015,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000023,2016,Percent,Percent Of Adults,85,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2017,Percent,Percent Of Adults,80,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000028,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.4,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000020,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,99.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,91.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.4,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2014,Percent,Percent Of Adults,81,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2017,Percent,Percent Of Adults,79,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2014,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.3,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.7,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000027,2018,Percent,Percent Of Adults,92,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,53.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,44.7,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2018,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2017,Percent,Percent Of Adults,5,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,12.3,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2017,Percent,Percent Of Adults,92,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,47.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,0.9,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2018,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2016,Percent,Percent Of Adults,74,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2017,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2014,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2017,Percent,Percent Of Adults,63,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000023,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.3,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2015,Percent,Percent Of Adults,0,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000023,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.9,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,44.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2018,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2013,Percent,Percent Of Adults,32,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,Percent,Percent Of Adults,79,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.2,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2013,Percent,Percent Of Adults,74,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.6,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000026,2017,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2013,Percent,Percent Of Adults,7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2014,Percent,Percent Of Adults,55,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.1,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2013,Percent,Percent Of Adults,73,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.6,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2015,Percent,Percent Of Adults,31,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2018,Percent,Percent Of Adults,8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.4,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,2.3,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2018,Percent,Percent Of Adults,1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.6,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.5,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
